UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
3415,L03415,L,302.5,310.3,1322,59.9,88,0,No Failure
3416,L03416,L,302.6,310.2,1325,62.4,92,1,Heat Dissipation Failure
3417,L03417,L,302.7,310.3,1317,60.4,95,0,No Failure
3418,L03418,L,302.8,310.7,1320,55.2,98,0,No Failure
3419,L03419,L,302.9,311.0,1328,50.8,102,0,No Failure
3420,L03420,L,303.0,311.2,1361,47.6,106,1,Heat Dissipation Failure
3421,L03421,L,302.9,311.3,1429,44.8,110,0,No Failure
3422,L03422,L,302.6,311.4,1522,41.9,114,0,No Failure
3423,L03423,L,302.4,311.5,1613,39.7,119,0,No Failure
3424,L03424,L,302.3,311.6,1676,38.5,124,0,No Failure
3425,L03425,L,302.3,311.7,1719,37.7,129,0,No Failure
3426,L03426,L,302.3,311.7,1743,37.2,135,0,No Failure
3427,L03427,L,302.3,311.8,1749,36.9,140,0,No Failure
3428,L03428,L,302.3,311.8,1745,37.1,146,0,No Failure
3429,L03429,L,302.3,311.9,1731,37.1,151,0,No Failure
3430,L03430,L,302.3,311.9,1705,37.2,157,0,No Failure
3431,L03431,L,302.3,311.9,1672,37.3,163,0,No Failure
3432,L03432,L,302.3,311.9,1630,37.6,168,0,No Failure
3433,L03433,L,302.2,311.9,1587,38.2,173,0,No Failure
3434,L03434,L,302.2,311.9,1544,38.8,178,0,No Failure
3435,L03435,L,302.1,311.9,1499,39.3,182,0,No Failure
3436,L03436,L,302.1,311.9,1463,39.7,186,0,No Failure
3437,L03437,L,302.0,311.9,1438,40.0,190,0,No Failure
3438,L03438,L,302.0,311.8,1418,40.3,193,0,No Failure
3439,L03439,L,302.0,311.8,1409,40.5,196,0,No Failure
3440,L03440,L,301.9,311.8,1411,40.6,198,0,No Failure
3441,L03441,L,301.9,311.8,1424,40.7,201,0,No Failure
3442,L03442,L,301.9,311.8,1451,40.8,203,0,No Failure
3443,L03443,L,302.0,311.8,1475,40.6,206,0,No Failure
3444,L03444,L,302.1,311.8,1487,39.4,209,0,No Failure
3445,L03445,L,302.4,312.0,1483,36.8,212,0,No Failure
3446,L03446,L,302.6,312.1,1499,35.0,215,0,Random Failures
3447,L03447,L,302.1,311.4,1649,32.5,2,0,No Failure
3448,L03448,L,301.9,311.3,1664,35.7,7,0,No Failure
3449,L03449,L,301.8,311.2,1657,37.3,11,0,No Failure
3450,L03450,L,301.8,311.3,1637,38.0,15,0,No Failure
3451,L03451,L,301.8,311.3,1607,39.0,20,0,No Failure
3452,L03452,L,301.8,311.2,1565,40.6,24,0,No Failure
3453,L03453,L,301.8,311.1,1510,43.8,28,0,No Failure
3454,L03454,L,301.8,310.7,1434,49.1,32,0,No Failure
3455,L03455,L,301.7,310.3,1355,54.7,36,0,No Failure
3456,L03456,L,301.7,310.2,1311,57.4,40,1,Heat Dissipation Failure
3457,L03457,L,301.9,310.1,1298,55.9,43,0,No Failure
3458,L03458,L,302.1,310.2,1316,51.6,47,0,No Failure
3459,L03459,L,302.3,310.2,1329,47.6,50,0,No Failure
3460,L03460,L,302.4,310.2,1331,45.5,53,1,Heat Dissipation Failure
3461,L03461,L,302.3,310.4,1337,44.9,55,0,No Failure
3462,L03462,L,302.1,310.8,1345,45.7,58,0,No Failure
3463,L03463,L,301.7,311.0,1350,49.0,60,0,No Failure
3464,L03464,L,301.3,311.0,1357,55.3,62,0,No Failure
3465,L03465,L,300.9,310.9,1360,62.2,64,0,No Failure
3466,L03466,L,300.7,310.9,1356,65.3,66,1,Power Failure
3467,L03467,L,300.9,311.0,1345,62.3,67,0,No Failure
3468,L03468,L,301.2,311.3,1335,55.4,69,0,No Failure
3469,L03469,L,301.5,311.5,1323,49.1,70,0,No Failure
3470,L03470,L,301.7,311.7,1314,45.7,72,0,No Failure
3471,L03471,L,301.8,311.8,1311,44.4,74,0,No Failure
3472,L03472,L,301.8,311.8,1312,43.9,76,0,No Failure
3473,L03473,L,301.8,311.9,1314,43.9,78,0,No Failure
3474,L03474,L,301.8,311.9,1319,43.6,81,0,No Failure
3475,L03475,L,301.8,311.9,1322,43.2,85,0,No Failure
3476,L03476,L,301.8,311.9,1324,43.0,88,0,No Failure
3477,L03477,L,301.8,311.9,1327,42.8,92,0,No Failure
3478,L03478,L,301.8,311.9,1332,42.4,97,0,No Failure
3479,L03479,L,301.8,311.9,1340,42.0,102,0,No Failure
3480,L03480,L,301.8,311.8,1352,41.8,108,0,No Failure
3481,L03481,L,301.8,311.8,1369,41.4,114,0,No Failure
3482,L03482,L,301.8,311.7,1383,41.2,120,0,No Failure
3483,L03483,L,301.8,311.6,1394,41.0,127,0,No Failure
3484,L03484,L,301.8,311.6,1405,40.6,134,0,No Failure
3485,L03485,L,301.7,311.5,1420,40.0,141,0,No Failure
3486,L03486,L,301.7,311.4,1440,39.7,147,0,No Failure
3487,L03487,L,301.7,311.3,1460,39.6,154,0,No Failure
3488,L03488,L,301.7,311.2,1474,39.2,161,0,No Failure
3489,L03489,L,301.7,311.1,1493,38.8,167,0,No Failure
3490,L03490,L,301.6,311.1,1512,38.5,173,0,No Failure
3491,L03491,L,301.6,311.0,1530,38.3,178,0,No Failure
3492,L03492,L,301.6,311.0,1549,38.3,183,0,No Failure
3493,L03493,L,301.6,310.9,1566,38.1,188,0,No Failure
3494,L03494,L,301.6,310.9,1582,37.9,192,0,No Failure
3495,L03495,L,301.6,310.9,1598,38.0,196,0,No Failure
3496,L03496,L,301.6,310.9,1614,38.1,199,0,No Failure
3497,L03497,L,301.6,310.9,1633,38.0,202,0,No Failure
3498,L03498,L,301.6,310.9,1648,38.0,206,0,No Failure
3499,L03499,L,301.6,311.0,1656,38.2,209,0,No Failure
3500,L03500,L,301.6,311.0,1666,38.6,212,0,No Failure
3501,L03501,L,301.6,311.0,1683,39.0,215,0,No Failure
3502,L03502,L,301.7,311.1,1699,39.3,218,0,No Failure
3503,L03503,L,301.7,311.1,1713,39.5,221,0,No Failure
3504,L03504,L,301.6,311.5,1407,43.3,2,0,No Failure
3505,L03505,L,301.6,311.4,1433,42.5,7,0,No Failure
3506,L03506,L,301.6,311.4,1459,41.8,11,0,No Failure
3507,L03507,L,301.6,311.4,1484,41.3,14,0,No Failure
3508,L03508,L,301.6,311.4,1509,40.4,18,0,No Failure
3509,L03509,L,301.6,311.3,1535,39.2,21,0,No Failure
3510,L03510,L,301.6,311.3,1562,38.3,24,0,No Failure
3511,L03511,L,301.6,311.3,1584,37.6,27,0,No Failure
3512,L03512,L,301.6,311.3,1603,36.7,30,0,No Failure
3513,L03513,L,301.6,311.3,1621,35.5,33,0,No Failure
3514,L03514,L,301.6,311.3,1645,34.4,36,0,No Failure
3515,L03515,L,301.6,311.3,1669,33.4,39,0,No Failure
3516,L03516,L,301.6,311.3,1689,32.4,43,0,No Failure
3517,L03517,L,301.6,311.3,1704,31.3,46,0,No Failure
3518,L03518,L,301.7,311.3,1716,30.3,51,0,No Failure
3519,L03519,L,301.7,311.3,1732,29.8,55,0,No Failure
3520,L03520,L,301.7,311.4,1743,29.4,60,0,No Failure
3521,L03521,L,301.7,311.4,1752,29.0,65,0,No Failure
3522,L03522,L,301.8,311.4,1758,28.9,70,0,No Failure
3523,L03523,L,301.8,311.4,1767,28.9,76,0,No Failure
3524,L03524,L,301.8,311.4,1774,29.3,82,0,No Failure
3525,L03525,L,301.8,311.3,1773,30.2,88,0,No Failure
3526,L03526,L,301.7,311.3,1772,31.1,94,0,No Failure
3527,L03527,L,301.7,311.2,1774,32.0,100,0,No Failure
3528,L03528,L,301.7,311.2,1774,33.0,105,0,No Failure
3529,L03529,L,301.6,311.1,1766,34.1,111,0,No Failure
3530,L03530,L,301.6,311.1,1763,35.3,117,0,No Failure
3531,L03531,L,301.5,311.0,1756,36.1,122,0,No Failure
3532,L03532,L,301.4,310.9,1743,37.1,127,0,No Failure
3533,L03533,L,301.4,310.9,1736,38.0,132,0,No Failure
3534,L03534,L,301.3,310.8,1724,38.6,136,0,No Failure
3535,L03535,L,301.3,310.8,1709,39.0,140,0,No Failure
3536,L03536,L,301.2,310.8,1691,39.6,144,0,No Failure
3537,L03537,L,301.2,310.8,1671,39.8,148,0,No Failure
3538,L03538,L,301.2,310.8,1651,39.5,151,0,No Failure
3539,L03539,L,301.1,310.8,1635,39.3,154,0,No Failure
3540,L03540,L,301.1,310.8,1621,38.9,157,0,No Failure
3541,L03541,L,301.1,310.9,1600,38.7,160,0,No Failure
3542,L03542,L,301.2,310.9,1575,38.9,164,0,No Failure
3543,L03543,L,301.2,311.0,1555,39.1,167,0,No Failure
3544,L03544,L,301.2,311.1,1537,39.2,170,0,No Failure
3545,L03545,L,301.3,311.2,1518,39.1,173,0,No Failure
3546,L03546,L,301.3,311.3,1495,39.5,176,0,No Failure
3547,L03547,L,301.3,311.4,1468,41.2,179,0,No Failure
3548,L03548,L,301.2,311.5,1427,45.8,183,0,No Failure
3549,L03549,L,300.9,311.7,1376,53.1,186,0,No Failure
3550,L03550,L,300.7,311.8,1336,58.4,189,1,Overstrain Failure
3551,L03551,L,300.6,311.8,1308,59.6,192,0,No Failure
3552,L03552,L,300.4,311.8,1281,60.2,195,0,No Failure
3553,L03553,L,300.4,311.8,1272,59.2,198,1,Overstrain Failure
3554,L03554,L,300.0,310.4,1334,52.9,3,0,No Failure
3555,L03555,L,300.5,310.3,1402,46.5,9,0,No Failure
3556,L03556,L,300.8,310.2,1448,42.6,14,0,No Failure
3557,L03557,L,300.9,310.2,1476,40.9,19,0,No Failure
3558,L03558,L,300.9,310.2,1499,40.1,23,0,No Failure
3559,L03559,L,300.9,310.3,1517,39.6,28,0,No Failure
3560,L03560,L,300.9,310.3,1532,39.4,32,0,No Failure
3561,L03561,L,300.9,310.4,1548,39.0,36,0,No Failure
3562,L03562,L,300.9,310.4,1566,38.8,40,0,No Failure
3563,L03563,L,301.0,310.5,1584,38.6,44,0,No Failure
3564,L03564,L,301.0,310.6,1601,38.6,48,0,No Failure
3565,L03565,L,301.1,310.7,1614,38.8,51,0,No Failure
3566,L03566,L,301.1,310.8,1629,38.8,55,0,No Failure
3567,L03567,L,301.2,310.9,1648,38.9,58,0,No Failure
3568,L03568,L,301.2,311.0,1662,39.0,61,0,No Failure
3569,L03569,L,301.3,311.1,1668,39.2,64,0,No Failure
3570,L03570,L,301.3,311.1,1673,39.4,67,0,No Failure
3571,L03571,L,301.4,311.2,1680,39.5,70,0,No Failure
3572,L03572,L,301.5,311.3,1688,39.6,73,0,No Failure
3573,L03573,L,301.5,311.4,1692,39.6,76,0,No Failure
3574,L03574,L,301.5,311.4,1701,39.4,79,0,No Failure
3575,L03575,L,301.6,311.5,1712,39.4,82,0,No Failure
3576,L03576,L,301.6,311.5,1717,39.2,84,0,No Failure
3577,L03577,L,301.6,311.6,1716,38.7,87,0,No Failure
3578,L03578,L,301.7,311.6,1718,38.5,90,0,No Failure
3579,L03579,L,301.7,311.7,1721,38.3,93,0,No Failure
3580,L03580,L,301.7,311.7,1719,37.7,96,0,No Failure
3581,L03581,L,301.7,311.7,1714,37.3,100,0,No Failure
3582,L03582,L,301.7,311.7,1711,37.1,103,0,No Failure
3583,L03583,L,301.6,311.7,1713,36.7,106,0,No Failure
3584,L03584,L,301.6,311.7,1709,36.3,110,0,No Failure
3585,L03585,L,301.6,311.7,1703,36.0,114,0,No Failure
3586,L03586,L,301.6,311.7,1697,35.9,118,0,No Failure
3587,L03587,L,301.6,311.7,1692,35.8,122,0,No Failure
3588,L03588,L,301.5,311.7,1685,35.8,126,0,No Failure
3589,L03589,L,301.5,311.6,1670,35.8,130,0,No Failure
3590,L03590,L,301.5,311.6,1655,35.8,135,0,No Failure
3591,L03591,L,301.4,311.5,1642,35.9,140,0,No Failure
3592,L03592,L,301.4,311.5,1629,36.2,144,0,No Failure
3593,L03593,L,301.4,311.4,1618,36.5,149,0,No Failure
3594,L03594,L,301.4,311.3,1603,36.9,154,0,No Failure
3595,L03595,L,301.3,311.2,1588,37.3,160,0,No Failure
3596,L03596,L,301.3,311.1,1578,37.8,165,0,No Failure
3597,L03597,L,301.3,311.0,1559,38.5,170,0,No Failure
3598,L03598,L,301.3,310.9,1531,40.1,175,0,No Failure
3599,L03599,L,301.4,310.7,1484,43.4,181,0,No Failure
3600,L03600,L,301.7,310.4,1416,48.7,186,0,No Failure
3601,L03601,L,301.9,310.1,1348,54.5,191,0,No Failure
3602,L03602,L,302.0,309.9,1308,57.6,197,1,Heat Dissipation Failure
3603,L03603,L,302.0,310.0,1310,55.8,202,0,No Failure
3604,L03604,L,302.1,310.4,1339,51.0,206,0,No Failure
3605,L03605,L,302.5,310.9,1343,47.2,211,0,No Failure
3606,L03606,L,303.1,311.4,1320,45.6,215,0,No Failure
3607,L03607,L,303.3,311.6,1301,45.1,219,1,Heat Dissipation Failure
3608,L03608,L,302.9,311.4,1312,44.6,223,0,No Failure
3609,L03609,L,302.3,311.8,1448,40.3,2,0,No Failure
3610,L03610,L,301.6,311.3,1530,38.9,3,0,No Failure
3611,L03611,L,301.2,311.0,1597,38.1,5,0,No Failure
3612,L03612,L,301.0,310.9,1649,37.4,7,0,No Failure
3613,L03613,L,300.9,310.8,1680,36.9,10,0,No Failure
3614,L03614,L,300.9,310.7,1706,36.5,13,0,No Failure
3615,L03615,L,300.8,310.6,1723,36.4,16,0,No Failure
3616,L03616,L,300.7,310.6,1727,36.3,19,0,No Failure
3617,L03617,L,300.7,310.5,1721,36.6,22,0,No Failure
3618,L03618,L,300.7,310.4,1700,37.1,26,0,No Failure
3619,L03619,L,300.6,310.4,1668,37.7,30,0,No Failure
3620,L03620,L,300.6,310.4,1632,38.5,34,0,No Failure
3621,L03621,L,300.6,310.4,1588,39.4,38,0,No Failure
3622,L03622,L,300.7,310.4,1539,40.2,42,0,No Failure
3623,L03623,L,300.7,310.5,1494,41.0,46,0,No Failure
3624,L03624,L,300.8,310.5,1453,41.8,50,0,No Failure
3625,L03625,L,300.8,310.6,1418,42.6,54,0,No Failure
3626,L03626,L,300.9,310.6,1392,43.1,58,0,No Failure
3627,L03627,L,301.0,310.7,1379,43.5,63,0,No Failure
3628,L03628,L,301.1,310.8,1381,43.5,67,0,No Failure
3629,L03629,L,301.2,310.8,1392,43.4,71,0,No Failure
3630,L03630,L,301.2,310.9,1417,43.1,76,0,No Failure
3631,L03631,L,301.3,310.9,1451,42.8,81,0,No Failure
3632,L03632,L,301.4,311.0,1489,42.4,87,0,No Failure
3633,L03633,L,301.5,311.0,1528,42.0,92,0,No Failure
3634,L03634,L,301.5,311.0,1570,41.6,98,0,No Failure
3635,L03635,L,301.5,311.0,1616,40.9,104,0,No Failure
3636,L03636,L,301.6,311.0,1658,40.1,111,0,No Failure
3637,L03637,L,301.6,311.0,1682,39.7,118,0,No Failure
3638,L03638,L,301.7,311.0,1685,40.0,125,0,No Failure
3639,L03639,L,301.8,311.0,1640,42.1,133,0,No Failure
3640,L03640,L,302.1,311.0,1535,45.7,140,0,No Failure
3641,L03641,L,302.5,310.9,1407,50.0,147,0,No Failure
3642,L03642,L,302.6,310.9,1331,52.0,154,1,Heat Dissipation Failure
3643,L03643,L,302.4,310.9,1348,50.3,162,0,No Failure
3644,L03644,L,302.0,310.9,1425,46.7,168,0,No Failure
3645,L03645,L,301.6,310.9,1486,44.7,175,0,No Failure
3646,L03646,L,301.3,310.9,1490,47.3,180,0,No Failure
3647,L03647,L,301.1,311.0,1444,54.0,186,0,No Failure
3648,L03648,L,301.0,311.0,1399,58.0,190,1,Overstrain Failure
3649,L03649,L,301.0,311.0,1390,54.4,194,0,No Failure
3650,L03650,L,301.1,311.1,1407,47.7,198,0,No Failure
3651,L03651,L,301.1,311.1,1418,43.7,201,0,No Failure
3652,L03652,L,301.2,311.1,1425,42.5,203,0,No Failure
3653,L03653,L,301.2,311.1,1438,42.3,205,0,No Failure
3654,L03654,L,301.2,311.1,1464,42.4,207,0,No Failure
3655,L03655,L,301.1,311.1,1491,42.4,209,0,No Failure
3656,L03656,L,301.1,311.1,1523,42.4,211,0,No Failure
3657,L03657,L,301.1,311.1,1561,42.1,212,0,No Failure
3658,L03658,L,301.1,311.0,1596,42.0,214,0,No Failure
3659,L03659,L,301.3,310.9,1543,37.8,4,0,No Failure
3660,L03660,L,301.3,310.9,1580,36.9,7,0,No Failure
3661,L03661,L,301.3,310.9,1618,35.8,11,0,No Failure
3662,L03662,L,301.3,310.8,1648,34.8,16,0,No Failure
3663,L03663,L,301.3,310.8,1669,34.1,21,0,No Failure
3664,L03664,L,301.3,310.8,1688,33.8,26,0,No Failure
3665,L03665,L,301.3,310.7,1703,33.7,32,0,No Failure
3666,L03666,L,301.3,310.7,1707,33.5,38,0,No Failure
3667,L03667,L,301.3,310.6,1704,33.6,45,0,No Failure
3668,L03668,L,301.3,310.6,1690,34.0,51,0,No Failure
3669,L03669,L,301.3,310.6,1668,34.6,58,0,No Failure
3670,L03670,L,301.2,310.5,1641,35.4,66,0,No Failure
3671,L03671,L,301.2,310.5,1607,36.4,73,0,No Failure
3672,L03672,L,301.2,310.5,1566,37.1,80,0,No Failure
3673,L03673,L,301.2,310.5,1530,37.9,87,0,No Failure
3674,L03674,L,301.1,310.5,1496,38.9,94,0,No Failure
3675,L03675,L,301.1,310.5,1468,39.8,101,0,No Failure
3676,L03676,L,301.1,310.5,1443,41.0,107,0,No Failure
3677,L03677,L,301.1,310.5,1416,42.2,113,0,No Failure
3678,L03678,L,301.3,310.4,1386,44.5,119,0,No Failure
3679,L03679,L,301.7,310.3,1348,48.0,125,0,No Failure
3680,L03680,L,302.1,310.1,1318,51.5,130,0,No Failure
3681,L03681,L,302.3,310.1,1321,52.7,134,1,Heat Dissipation Failure
3682,L03682,L,302.0,310.2,1365,50.5,139,0,No Failure
3683,L03683,L,301.5,310.4,1433,46.8,143,0,No Failure
3684,L03684,L,301.0,310.5,1501,43.4,147,0,No Failure
3685,L03685,L,300.7,310.6,1553,40.8,150,0,No Failure
3686,L03686,L,300.5,310.6,1588,39.6,153,0,No Failure
3687,L03687,L,300.5,310.7,1626,38.9,156,0,No Failure
3688,L03688,L,300.5,310.7,1658,38.5,159,0,No Failure
3689,L03689,L,300.5,310.7,1677,38.1,161,0,No Failure
3690,L03690,L,300.5,310.7,1688,37.8,164,0,No Failure
3691,L03691,L,300.6,310.7,1696,37.6,166,0,No Failure
3692,L03692,L,300.6,310.7,1696,37.5,168,0,No Failure
3693,L03693,L,300.7,310.7,1678,37.4,170,0,No Failure
3694,L03694,L,300.7,310.7,1646,37.8,172,0,No Failure
3695,L03695,L,300.8,310.7,1613,38.3,174,0,No Failure
3696,L03696,L,300.9,310.8,1583,38.7,176,0,No Failure
3697,L03697,L,300.9,310.8,1555,39.0,178,0,No Failure
3698,L03698,L,301.0,310.8,1526,39.4,181,0,No Failure
3699,L03699,L,301.1,310.8,1500,39.8,184,0,No Failure
3700,L03700,L,301.1,310.8,1474,40.0,187,0,No Failure
3701,L03701,L,301.2,310.9,1452,40.1,190,0,No Failure
3702,L03702,L,301.2,310.9,1437,40.2,193,0,No Failure
3703,L03703,L,301.2,310.9,1426,40.2,197,0,No Failure
3704,L03704,L,301.2,310.9,1432,40.0,201,0,No Failure
3705,L03705,L,301.3,310.9,1445,39.8,205,0,No Failure
3706,L03706,L,301.2,310.9,1461,39.4,209,0,No Failure
3707,L03707,L,301.2,310.9,1484,38.9,213,0,No Failure
3708,L03708,L,301.1,310.8,1512,38.8,218,0,No Failure
3709,L03709,L,300.9,310.7,1545,38.5,222,0,No Failure
3710,L03710,L,300.8,310.6,1577,37.9,227,1,Tool Wear Failure
3711,L03711,L,300.5,310.2,1441,47.0,1,0,No Failure
3712,L03712,L,300.6,310.3,1453,45.1,6,0,No Failure
3713,L03713,L,300.7,310.4,1470,43.4,11,0,No Failure
3714,L03714,L,300.8,310.5,1490,42.2,17,0,No Failure
3715,L03715,L,300.8,310.6,1506,41.3,22,0,No Failure
3716,L03716,L,300.8,310.6,1523,40.3,27,0,No Failure
3717,L03717,L,300.7,310.7,1541,39.3,32,0,No Failure
3718,L03718,L,300.7,310.7,1559,38.4,38,0,No Failure
3719,L03719,L,300.7,310.7,1577,37.5,43,0,No Failure
3720,L03720,L,300.7,310.8,1594,37.0,48,0,No Failure
3721,L03721,L,300.7,310.8,1610,36.6,53,0,No Failure
3722,L03722,L,300.7,310.8,1626,36.3,58,0,No Failure
3723,L03723,L,300.7,310.8,1640,36.3,63,0,No Failure
3724,L03724,L,300.7,310.8,1653,36.2,68,0,No Failure
3725,L03725,L,300.7,310.8,1667,36.1,72,0,No Failure
3726,L03726,L,300.6,310.7,1679,36.0,76,0,No Failure
3727,L03727,L,300.6,310.7,1691,36.0,80,0,No Failure
3728,L03728,L,300.6,310.6,1702,36.3,83,0,No Failure
3729,L03729,L,300.6,310.6,1711,36.6,87,0,No Failure
3730,L03730,L,300.6,310.5,1714,36.7,90,0,No Failure
3731,L03731,L,300.6,310.4,1718,36.7,92,0,No Failure
3732,L03732,L,300.6,310.4,1725,36.8,95,0,No Failure
3733,L03733,L,300.6,310.3,1733,36.8,97,0,No Failure
3734,L03734,L,300.6,310.2,1736,36.7,99,0,No Failure
3735,L03735,L,300.6,310.2,1735,36.8,101,0,No Failure
3736,L03736,L,300.6,310.2,1735,36.8,103,0,No Failure
3737,L03737,L,300.7,310.1,1735,36.7,105,0,No Failure
3738,L03738,L,300.7,310.1,1736,36.4,107,0,No Failure
3739,L03739,L,300.8,310.1,1736,36.2,109,0,No Failure
3740,L03740,L,300.8,310.2,1732,36.1,111,0,No Failure
3741,L03741,L,300.9,310.2,1729,36.0,113,0,No Failure
3742,L03742,L,300.9,310.3,1728,35.9,115,0,No Failure
3743,L03743,L,301.0,310.3,1724,35.9,117,0,No Failure
3744,L03744,L,301.1,310.4,1714,35.8,120,0,No Failure
3745,L03745,L,301.1,310.5,1707,35.7,122,0,No Failure
3746,L03746,L,301.2,310.6,1698,35.7,125,0,No Failure
3747,L03747,L,301.3,310.7,1684,35.9,128,0,No Failure
3748,L03748,L,301.3,310.7,1671,36.1,131,0,No Failure
3749,L03749,L,301.4,310.8,1655,36.3,135,0,No Failure
3750,L03750,L,301.4,310.9,1640,36.7,138,0,No Failure
3751,L03751,L,301.4,310.9,1628,37.0,141,0,No Failure
3752,L03752,L,301.4,311.0,1614,37.4,145,0,No Failure
3753,L03753,L,301.4,311.0,1598,37.8,148,0,No Failure
3754,L03754,L,301.4,311.0,1585,38.0,151,0,No Failure
3755,L03755,L,301.4,311.0,1576,38.4,155,0,No Failure
3756,L03756,L,301.4,310.9,1565,38.8,158,0,No Failure
3757,L03757,L,301.4,311.0,1538,40.0,162,0,No Failure
3758,L03758,L,301.6,311.2,1480,44.4,165,0,No Failure
3759,L03759,L,302.2,311.6,1377,53.6,169,0,No Failure
3760,L03760,L,302.5,311.9,1306,59.7,172,0,Random Failures
3761,L03761,L,302.1,311.5,1343,54.8,176,0,No Failure
3762,L03762,L,301.4,310.9,1405,48.3,179,0,No Failure
3763,L03763,L,301.1,310.4,1404,50.3,183,0,No Failure
3764,L03764,L,300.9,310.1,1353,58.8,187,0,No Failure
3765,L03765,L,300.8,309.9,1312,65.3,192,1,Overstrain Failure
3766,L03766,L,300.6,310.0,1318,65.3,196,0,No Failure
3767,L03767,L,300.4,310.1,1340,63.7,201,0,No Failure
3768,L03768,L,300.3,310.3,1362,60.3,206,1,Overstrain Failure
3769,L03769,L,300.8,310.8,1637,51.7,5,0,No Failure
3770,L03770,L,301.0,310.8,1628,44.9,10,0,No Failure
3771,L03771,L,301.1,310.8,1617,41.1,15,0,No Failure
3772,L03772,L,301.1,310.8,1596,40.3,21,0,No Failure
3773,L03773,L,301.0,310.7,1571,40.5,27,0,No Failure
3774,L03774,L,301.0,310.6,1547,40.7,33,0,No Failure
3775,L03775,L,300.9,310.6,1524,41.0,39,0,No Failure
3776,L03776,L,301.0,310.5,1499,42.1,46,0,No Failure
3777,L03777,L,301.1,310.4,1468,44.6,52,0,No Failure
3778,L03778,L,301.3,310.3,1427,49.2,58,0,No Failure
3779,L03779,L,301.5,310.2,1386,54.0,64,0,No Failure
3780,L03780,L,301.6,310.1,1362,55.8,70,1,Heat Dissipation Failure
3781,L03781,L,301.5,310.1,1352,53.7,75,0,No Failure
3782,L03782,L,301.3,310.1,1362,49.0,80,0,No Failure
3783,L03783,L,301.1,310.1,1376,44.7,85,0,No Failure
3784,L03784,L,301.0,310.1,1384,42.4,89,0,No Failure
3785,L03785,L,300.9,310.1,1382,41.9,93,0,No Failure
3786,L03786,L,301.0,310.1,1375,42.6,97,0,No Failure
3787,L03787,L,301.2,310.1,1365,45.3,100,0,No Failure
3788,L03788,L,301.5,310.2,1351,50.0,104,0,No Failure
3789,L03789,L,301.9,310.3,1340,55.5,107,0,No Failure
3790,L03790,L,302.0,310.4,1336,58.2,110,1,Heat Dissipation Failure
3791,L03791,L,301.8,310.4,1347,56.3,114,0,No Failure
3792,L03792,L,301.4,310.2,1363,51.3,118,0,No Failure
3793,L03793,L,300.9,310.2,1370,47.4,122,0,No Failure
3794,L03794,L,300.7,310.2,1369,46.8,127,0,No Failure
3795,L03795,L,300.5,310.3,1352,50.5,132,0,No Failure
3796,L03796,L,300.4,310.6,1313,58.5,137,0,No Failure
3797,L03797,L,300.3,310.8,1271,67.8,143,0,No Failure
3798,L03798,L,300.2,311.0,1255,71.8,149,1,Power Failure
3799,L03799,L,300.3,311.0,1294,67.5,155,0,No Failure
3800,L03800,L,300.4,310.9,1369,58.1,161,0,No Failure
3801,L03801,L,300.6,310.8,1432,49.2,167,0,No Failure
3802,L03802,L,300.7,310.8,1466,43.9,172,0,No Failure
3803,L03803,L,300.8,310.8,1498,41.4,177,0,No Failure
3804,L03804,L,300.9,310.9,1517,40.2,182,0,No Failure
3805,L03805,L,301.0,310.9,1531,39.9,186,0,No Failure
3806,L03806,L,301.0,311.0,1550,39.6,189,0,No Failure
3807,L03807,L,301.1,311.0,1570,39.4,191,0,No Failure
3808,L03808,L,301.2,311.0,1583,38.9,194,0,No Failure
3809,L03809,L,301.2,311.0,1594,38.7,196,0,No Failure
3810,L03810,L,301.3,311.0,1608,38.7,197,0,No Failure
3811,L03811,L,301.3,311.0,1625,38.5,199,0,No Failure
3812,L03812,L,301.3,311.0,1635,38.1,201,0,No Failure
3813,L03813,L,301.3,311.0,1649,38.0,203,0,No Failure
3814,L03814,L,301.3,310.9,1663,38.0,205,0,No Failure
3815,L03815,L,301.2,310.9,1680,38.0,208,0,No Failure
3816,L03816,L,301.0,310.4,1324,44.1,3,0,No Failure
3817,L03817,L,300.9,310.4,1377,42.7,7,0,No Failure
3818,L03818,L,300.8,310.4,1431,41.4,11,0,No Failure
3819,L03819,L,300.7,310.4,1489,40.3,14,0,No Failure
3820,L03820,L,300.6,310.4,1540,39.0,19,0,No Failure
3821,L03821,L,300.6,310.4,1582,38.1,23,0,No Failure
3822,L03822,L,300.5,310.4,1627,37.2,27,0,No Failure
3823,L03823,L,300.5,310.4,1663,36.5,30,0,No Failure
3824,L03824,L,300.4,310.4,1693,36.0,34,0,No Failure
3825,L03825,L,300.4,310.5,1711,35.9,38,0,No Failure
3826,L03826,L,300.5,310.5,1731,35.9,42,0,No Failure
3827,L03827,L,300.5,310.5,1750,36.2,45,0,No Failure
3828,L03828,L,300.5,310.5,1764,36.2,48,0,No Failure
3829,L03829,L,300.6,310.6,1774,36.1,51,0,No Failure
3830,L03830,L,300.7,310.6,1776,36.4,54,0,No Failure
3831,L03831,L,300.8,310.7,1782,36.6,56,0,No Failure
3832,L03832,L,300.9,310.7,1786,36.6,59,0,No Failure
3833,L03833,L,300.9,310.7,1788,36.9,62,0,No Failure
